url,text
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-628-million-from-american-rescue-plan-for-coalfield-development-act-now-coalition,"Charleston,
WV – Today, U.S. Senator Joe Manchin (D-WV) announced $62.8 million from the
U.S. Department of Commerce Economic Development Administration to the
Appalachian Climate Technology (ACT Now) Coalition, led by the Coalfield
Development Corporation. This investment will support job and economic growth
in 21 counties across southern West Virginia that have been impacted by the
downturn in the coal economy. This investment is the third largest in the
nation from the American Rescue Plan EDA Regional Challenge Program.“West Virginia continues to see the benefits of the critical American
Rescue Plan investments that drive economic development and create
good-paying, long-term jobs, and today’s announcement is great news for our
entire state,” said Senator Manchin. “It is a testament to our
hardworking fellow West Virginians and forward-thinking communities that West
Virginia was one of just 21 recipients of the EDA’s Regional Challenge program.
I’m pleased the EDA is investing nearly $63 million in communities across
southern West Virginia to strengthen local economies, support our energy
industries and expand job opportunities. This is an incredible opportunity and
I look forward to seeing the positive impacts of this funding for years to
come.”Details
on the investment and projects can be found here.A
timeline of Senator Manchin’s efforts on this investment can be found here.To
view photos from the announcement, click here.To
view videos from the announcement, click here."
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-53-million-for-green-bank-telescope-repairs,"Charleston, WV – U.S. Senators Joe Manchin (D-WV) and Shelley
Moore Capito (R-WV), members of the Senate Appropriations Committee, today
announced $5,300,000 from the National Science Foundation (NSF) for foundation
repairs to the Green Bank Observatory (GBO) Green Bank Telescope (GBT) in
Pocahontas County, West Virginia. The GBT is a vital tool for astronomical
researchers and one of the world’s largest moving structures, with 16 wheels
carrying 17 million pounds on a steel track that rotates to pinpoint planets,
stars, asteroids and other astronomical phenomena.“West Virginia has a long history with groundbreaking space
research, from Katherine Johnson to the Rocket Boys. The Green Bank Telescope
is a critical tool for the national and global astronomical community, and I am
pleased NSF is investing $5.3 million to upgrade its foundation and replace key
equipment,” said Senator Manchin. “I look forward to seeing the positive
impacts of this funding, and I will continue working with NSF to support
scientific research opportunities across the Mountain State.”“This commitment from the National Science Foundation to the Green
Bank Telescope is welcomed, needed, and worthwhile,” said Senator Capito.
“I have long advocated for the capabilities and opportunities for discovery
that exist at the Green Bank Observatory. I am thankful for the NSF’s
assistance in stabilizing the Green Bank Telescope so that the pursuit of
scientific discovery can continue in Pocahontas County.”
Since the GBT’s completion in 2000, the Green Bank Observatory
(GBO) staff perform annual maintenance to ensure the structural integrity of
the telescope, but many components are nearing the end of their planned
lifetime, including the track’s top layer of “wear plates” and epoxy grout
between the plates and foundation. The funding announced today will be used to
purchase 48 new wear plates, and grout will be replaced in sections through
2026. Additionally, two new techniques to mitigate cracking in the wear plates
will be tested and, if successful, implemented.  "
https://www.manchin.senate.gov/newsroom/press-releases/manchin-statement-on-death-of-miner-kris-ball,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-87-million-for-three-west-virginia-airport-projects,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-154-million-from-american-rescue-plan-for-three-economic-development-projects-across-west-virginia,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-usda-secretary-vilsack-announce-75-million-investment-in-lewisburg-speak-at-chamber-of-commerce-business-summit,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-279-million-for-gigabeam-to-connect-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-14-million-from-american-rescue-plan-for-upper-kanawha-valley-outdoor-recreation,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-applauds-sparkz-decision-to-build-manufacturing-site-in-west-virginia,"Charleston,
WV – Today, U.S. Senator Joe Manchin (D-WV) applauded Sparkz, a next-generation
battery manufacturer, decision to manufacture zero-cobalt batteries in Taylor
County, West Virginia. The plant will create 350 good-paying, long-term jobs.
“Engaging
our strong and capable workforce here in West Virginia to manufacture batteries
domestically is critical to our energy independence and stability. The Sparkz
facility will create 350 good-paying, long-term jobs, and I look forward to
seeing this initiative grow. We will continue to work closely together to bring
more battery manufacturing here to the United States so we don’t have to rely
on foreign supply chains for our energy needs.”"
https://www.manchin.senate.gov/newsroom/press-releases/icymi-manchin-hosts-service-academy-training-day-in-morgantown,"Charleston,
WV – Yesterday, U.S. Senator Joe Manchin (D-WV) hosted the first U.S. Service
Academy training day for hundreds of middle and high schoolers from across West
Virginia. The Academy Training Day helps prepare students who are interested in
attending a U.S. Service Academy.“Attending
a U.S. Service Academy is a privilege reserved for the best and brightest young
men and women across the country,” said Senator Manchin. “The Academy
Training Day at West Virginia University was an incredible experience for our
students, and I’m proud of their dedication and willingness to serve our great
nation. Middle school and high school students from across West Virginia
connected with U.S. Service Academy representatives, participated in
team-building exercises, experienced the fitness standards required in the U.S.
Service Academies, and learned about the qualities it takes to be a successful
leader in the military. I look forward to nominating the most qualified
candidates to our prestigious academies, where they will make our state and our
country proud.”To
view photos of the training day, click here.
To
view video of Senator Manchin’s remarks, click here."
https://www.manchin.senate.gov/newsroom/press-releases/manchin-visits-communities-in-kanawha-fayette-counties-impacted-by-recent-flooding,"Charleston,
WV – Today, U.S. Senator Joe Manchin (D-WV) visited Smithers, Hughes Creek and
Point Lick Park in Kanawha and Fayette counties to see firsthand the recent
flooding damage in Kanawha and Fayette counties.  “Gayle
and I continue to pray for the West Virginia families and communities impacted
by the flooding over the past several weeks. We are grateful to the first
responders and volunteers working tirelessly to help their communities and fellow
West Virginians during this difficult time,” said Senator Manchin. “I
will continue working with national, state and local leaders to ensure the
families and communities affected by the flooding in Kanawha and Fayette
counties have the resources they need to rebuild and recover.”  To
view photos from Senator Manchin’s visit, click here.To
view videos from Senator Manchin’s visit, click here."
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-24-million-in-dhs/fema-funding-for-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/icymi-manchin-capito-announce-bipartisan-infrastructure-law-funding-to-clean-up-orphaned-wells-across-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-75k-for-grafton-taylor-county-health-department,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-760k-for-substance-use-disorder-treatment-programs-juvenile-justice-system-improvements-in-west-virginia,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-joins-announcement-for-new-capital-sports-center-in-charleston,"Charleston, WV – Today, U.S. Senator Joe Manchin (D-WV) joined
officials from the City of Charleston and the Kanawha County Commission to
announce a transformational project for Charleston and the region, the new
Capital Sports Center which will replace the Charleston Town Center.“Sometimes, there are transformational projects that come at the
right time, in the right place. This is one of those projects that will
completely reinvigorate downtown Charleston, bringing unheard of amenities that
will draw visitors and tournaments from all over the state and region,” said
Senator Manchin. “Thank you to the City and the County for your hard work
and diligence in making this transformation a reality. You can feel the buzz in
Charleston with Slack Plaza and the new restaurants and shops downtown. The
Capitol Sports Complex is the shot in the arm that our state needs and I look
forward to supporting this endeavor and enjoying the new complex when it is
complete.”Background:The proposed Capital Sports Center will feature an aquatic center,
six basketball courts or 12 volleyball courts, an indoor turf field, two
wrestling mats, eight pickleball courts, an elevated running/walking track and
more.According to the most recent study by the Sports Tourism and
Events Association – State of the Sports Industry Report 2021, the participant
driven part of the domestic sports tourism sector was responsible for more than
$39 billion in direct spending at the end of 2021, as compared to $15 billion
in 2019.The CCVB, with funds received through the City of Charleston’s
ARPA funds, contracted with The Huddle Up Group to conduct an audit of the
current sports tourism work of the CCVB and an analysis of the area’s sporting
venues. The study identified facility enhancement/development as an opportunity
to grow sports tourism in Charleston. More specifically, it noted the
importance of having “anchor” and “tournament friendly” facilities to attract
“top tier participant focused championships and their related tourism dollars.”
To view pictures of the event, please click here. "
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-53-million-from-american-rescue-plan-for-new-conference-center-in-elkins,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-802k-for-scientific-research-in-west-virginia,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-19-million-for-hiv/aids-support-services,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-speaks-at-harrison-county-chamber-of-commerce-annual-awards-dinner,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-313k-from-american-rescue-plan-for-potomac-valley-hospital,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-189-million-from-the-american-rescue-plan-for-29-west-virginia-health-centers,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-336k-for-scientific-research-at-west-virginia-university,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-hosts-roundtable-on-inflation-reduction-act-benefits-for-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-375k-for-youth-substance-use-disorder-prevention-programs,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-15-million-from-the-american-rescue-plan-to-support-randolph-county-public-health-training-program,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-lead-bipartisan-bicameral-resolution-designating-may-6-12-as-national-nurses-week,
https://www.manchin.senate.gov/newsroom/press-releases/icymi-manchin-takes-to-senate-floor-to-support-director-of-does-office-of-science-nominee,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-questions-intelligence-directors-on-military-assistance-to-ukraine-us-cybersecurity-national-security-of-taiwan-geopolitical-stability,
https://www.manchin.senate.gov/newsroom/press-releases/west-virginia-delegation-calls-on-president-biden-to-reject-air-commission-recommendations-for-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-16-million-for-community-development-projects-in-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-more-than-54-million-for-west-virginia-bridge-repair-and-adhs,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-357143-to-protect-and-preserve-west-virginias-legacy,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-11-million-for-vision-research-at-west-virginia-university,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-statement-on-huff-confirmation-to-lead-does-office-of-nuclear-energy,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-secures-west-virginia-priorities-in-water-resources-development-act,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-questions-hhs-secretary-on-medication-supply-chains-energy-assistance-in-west-virginia-combatting-drug-epidemic,"
"
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-usda-rural-development-loans-in-west-virginia,
https://www.manchin.senate.gov/newsroom/press-releases/icymi-energy-and-natural-resources-committee-advances-manchin-and-barrassos-historic-outdoor-recreation-bill,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-arc-funding-for-new-river-gorge-regional-development,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-questions-air-force-leadership-on-ukraine-air-defense-space-national-guard,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-134-million-for-five-west-virginia-head-start-programs,
https://www.manchin.senate.gov/newsroom/press-releases/icymi-president-signs-into-law-manchin-bill-to-improve-public-land-mapping-and-boost-recreation,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-funding-for-randolph-county-housing-authority-youthbuild-program,
https://www.manchin.senate.gov/newsroom/press-releases/icymi-manchin-questions-us-secretary-of-transportation-on-corridor-h-harmony-grove-interchange-supply-chain-issues,"Washington,
DC – U.S. Senator Joe Manchin (D-WV), member of the Senate Appropriations
Committee, questioned U.S. Secretary of Transportation Pete Buttigieg on
completing Corridor H, upgrading the Harmony Grove Interchange in Morgantown
and protecting American supply chains of batteries, electrodes and battery
cells.On
completing Corridor H:“A
high priority in my state is Corridor H. We've been trying to build it for 56
years and we have about 90% completed or either funded to be completed…The
language of one federal decision requires each project to have an agency that
takes the lead on it, and that would be under the Department of Transportation.
We're hearing that those rules haven't been set yet or haven't been drafted,
and it's supposed to be a two-year deadline…If you would look into that, we're
worried we're going to miss the opportunity to finish this highway,” said
Senator Manchin.On
upgrading the infrastructure of the Harmony Grove Interchange:“A
good friend of mine, Congressman McKinley from West Virginia, has been really
leading the charge on this and it's something that is desperately needed. It’s
the interchange on Interstate 79 in Morgantown, and it's called the Harmony
Grove Interchange. If your agency can look into that, if it's doable, if it can
be fast tracked, if we can make something happen or if we have to reroute something
or do something differently. That would help us tremendously,” said Senator
Manchin.On
protecting American supply chains of batteries, electrodes and battery cells:“China
is responsible for 80% of the world’s battery and material processing, 60% of
the world's cathode production, 80% of the world's anode production and 75% of
the world's lithium ion battery cell production. They've actually cornered the
market. And I've got to be very honest with you, I see what’s going on with
Putin weaponizing energy in Europe right now and I'm afraid that China could do
the same thing. And we're not up and ready to run… We're getting ourselves into
a situation that we're not going to be able to supply the continued electrodes
and anodes and cathodes and everything that's going to be needed. So, do you
all have the same concerns?” questioned Senator Manchin.
A
video of Senator Manchin during the Senate Appropriations Subcommittee on
Transportation, Housing and Urban Development hearing can be found here."
https://www.manchin.senate.gov/newsroom/press-releases/manchin-announces-66-million-to-wheeling-park-commission-for-wilsons-lodge-renovations,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-420k-to-west-virginia-university-for-stroke-alzheimers-disease-research,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-braun-to-fda-commissioner-implement-recommendations-to-address-drug-epidemic-now,
https://www.manchin.senate.gov/newsroom/press-releases/west-virginia-legislative-leadership-joins-west-virginia-hydrogen-hub-coalition,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-33-million-for-maternal-health-and-family-services,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-mckinley-capito-announce-urge-approval-of-i-79-interchange-proposal-in-morgantown,"
The full text of the letter is available here."
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-us-fish-and-wildlife-conservation-funding,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-capito-announce-resources-to-transition-national-suicide-prevention-hotline,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-questions-defense-experts-on-weapons-supply-chains-backfilling-military-equipment-for-nato-allies,
https://www.manchin.senate.gov/newsroom/press-releases/manchin-questions-us-attorney-general-on-addressing-voting-rights-price-gouging-and-drug-epidemic,
